Gene    SG1	SG2	SG3 SG4	SG5	SG6
AT1G01020	0	0	0	100	0	0
AT1G01040	0.40268456375838924	0	0	99.59731543624162	0	0
AT1G01050	35.27607361645621	1.5337423315903873	0	63.1901840519534	0	0
AT1G01060	95.53072625644954	0	0	4.469273743550451	0	0
AT1G01090	98.81305638011517	1.1869436198848278	0	0	0	0
AT1G01100	40	60	0	0	0	0
AT1G01140	0	61.53846153846154	0	38.46153846153846	0	0
AT1G01160	0	5.400540054491498	0	94.59945994550851	0	0
AT1G01210	0	100	0	0	0	0
AT1G01220	0	100	0	0	0	0
AT1G01230	0.2936241610443188	98.95134228187672	0	0.7550335570789674	0	0
AT1G01240	0	52.60663507358325	0	47.393364926416744	0	0
AT1G01260	97.92531120309222	0	0	2.0746887969077665	0	0
AT1G01290	0	100	0	0	0	0
AT1G01310	6.828193833625241	22.13656387640819	0	71.03524228996658	0	0
AT1G01320	75.36231883591682	0	0	24.63768116408318	0	0
AT1G01350	66.11570247667508	0	0	33.8842975233249	0	0
AT1G01370	0	100	0	0	0	0
AT1G01453	97.47474747412764	0	0	2.52525252587236	0	0
AT1G01460	79.48051947948727	0	0	20.519480520512733	0	0
AT1G01490	0	100	0	0	0	0
AT1G01500	81.8181818187131	12.3376623370931	0	5.844155844193794	0	0
AT1G01510	98.99984493712202	0	0	1.0001550628779776	0	0
AT1G01520	49.0566037745461	0	0	50.943396225453895	0	0
AT1G01540	97.34513274289293	1.4159292039674212	0	1.2389380531396352	0	0
AT1G01550	100	0	0	0	0	0
AT1G01570	100	0	0	0	0	0
AT1G01600	10.85080147988007	88.53267570856973	0	0.6165228115501862	0	0
AT1G01610	0	100	0	0	0	0
AT1G01630	97.39764853477803	0	0	2.60235146522196	0	0
AT1G01640	100	0	0	0	0	0
AT1G01650	84.48275861801426	0	0	15.517241381985732	0	0
AT1G01660	25.909090912035126	0	0	74.09090908796487	0	0
AT1G01670	38.146167557932266	0	0	61.853832442067734	0	0
AT1G01710	100	0	0	0	0	0
AT1G01720	100	0	0	0	0	0
AT1G01730	0	0	0	0	100	0
AT1G01740	0	0	0	100	0	0
AT1G01750	93.79184418783981	0	0	6.208155812160186	0	0
AT1G01770	0	96.75213675285734	0	0	3.2478632471426687	0
AT1G01780	0.19556714472669895	39.50456323479319	0	4.7262059972359465	55.57366362324417	0
AT1G01790	19.417475724337827	14.563106796894147	0	13.5922330099491	52.42718446881893	0
AT1G01800	0	0	0	100	0	0
AT1G01820	0	0	0	0	100	0
AT1G01860	0	0	0	0	100	0
AT1G01880	0	86.2745098083045	0	0	13.725490191695503	0
AT1G01910	0	91.03773584906328	0	0	8.96226415093672	0
AT1G01920	0	100	0	0	0	0
AT1G01930	0	43.71069183165717	0	0	56.289308168342835	0
AT1G01950	0	91.31776112823052	0	0	8.682238871769481	0
AT1G01970	100	0	0	0	0	0
AT1G01990	49.896234807290135	0	0	50.10376519270987	0	0
AT1G02000	100	0	0	0	0	0
AT1G02010	0	0	0	0	100	0
AT1G02080	0	0	0	0	99.99999999999999	0
AT1G02130	0	0	0	0	100	0
AT1G02140	16.822429904969866	0	0	83.17757009503013	0	0
